"metropolitan_area","rate","rank","year"
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",7.1,373,"2017"
"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",7.2,374,"2017"
"Farmington, NM Metropolitan Statistical Area",7.2,374,"2017"
"Salinas, CA Metropolitan Statistical Area",7.2,374,"2017"
"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",7.4,377,"2017"
"Modesto, CA Metropolitan Statistical Area",7.5,378,"2017"
"Madera, CA Metropolitan Statistical Area",8.1,379,"2017"
"Yuba City, CA Metropolitan Statistical Area",8.2,380,"2017"
"Fresno, CA Metropolitan Statistical Area",8.5,381,"2017"
"Hanford-Corcoran, CA Metropolitan Statistical Area",8.9,382,"2017"
"Ocean City, NJ Metropolitan Statistical Area",9.1,383,"2017"
"Bakersfield, CA Metropolitan Statistical Area",9.2,384,"2017"
"Merced, CA Metropolitan Statistical Area",9.3,385,"2017"
"Visalia-Porterville, CA Metropolitan Statistical Area",10.4,386,"2017"
"Yuma, AZ Metropolitan Statistical Area",17,387,"2017"
"El Centro, CA Metropolitan Statistical Area",19.1,388,"2017"
"Footnotes",NA,NA,"2017"
"(1) Area boundaries do not reflect official OMB definitions.",NA,NA,"2017"
"Note: Rates shown are a percentage of the labor force. Data refer to place of residence. Areas in the six New England states are Metropolitan New England City and Town Areas (NECTAs), while areas in other states are county-based. ",NA,NA,"2017"
